GeneID,AssociatedGenes,RelatedGenes,ConceptID,DiseaseName,SourceName,SourceID,DiseaseMIM,LastUpdated
22800,RRAS2,,C5231432,Noonan syndrome 12,MONDO,MONDO:0032839,618624,Jan 22 2021
50484,RRM2B,,C1849333,"Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction",MONDO,MONDO:0010000,268315,Apr 19 2022
50484,RRM2B,,C2751319,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5",MONDO,MONDO:0013117,613077,Apr 19 2022
50484,RRM2B,,C2749861,Mitochondrial DNA depletion syndrome 8a,MONDO,MONDO:0012792,612075,Apr 19 2022
27341,RRP7A,,C5562069,"Microcephaly 28, primary, autosomal recessive",MONDO,MONDO:0030339,619453,Nov  3 2021
6247,RS1,,C3714753,Juvenile retinoschisis,,,312700,Feb 16 2016
89765,RSPH1,,C3809634,Primary ciliary dyskinesia 24,MONDO,MONDO:0014202,615481,Feb 16 2016
83861,RSPH3,,C4225311,Primary ciliary dyskinesia 32,MONDO,MONDO:0014657,616481,Apr 19 2022
345895,RSPH4A,,C2675229,Primary ciliary dyskinesia 11,MONDO,MONDO:0012978,612649,Apr 19 2022
221421,RSPH9,,C2675228,Primary ciliary dyskinesia 12,MONDO,MONDO:0012979,612650,Apr 19 2022
284654,RSPO1,,C3149931,Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,MONDO,MONDO:0012530,610644,Apr 19 2022
340419,RSPO2,,C4747923,Tetraamelia syndrome 2,MONDO,MONDO:0060732,618021,Jan 22 2021
340419,RSPO2,,C4747940,Humerofemoral hypoplasia with radiotibial ray deficiency,MONDO,MONDO:0060733,618022,Jan 22 2021
343637,RSPO4,,C0265998,Anonychia,Human Phenotype Ontology,HP:0001798,206800,Feb 16 2016
89970,RSPRY1,,C5568882,Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome,MONDO,MONDO:0014748,616723,Apr 19 2022
51319,RSRC1,,C5193077,"Intellectual developmental disorder, autosomal recessive 70",MONDO,MONDO:0032729,618402,Jan 22 2021
51750,RTEL1,,C3554656,"Dyskeratosis congenita, autosomal recessive 5",MONDO,MONDO:0014076,615190,Apr 19 2022
51750,RTEL1,,C4225346,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3",MONDO,MONDO:0014613,616373,Apr 19 2022
6253,RTN2,,C1858106,Hereditary spastic paraplegia 12,MONDO,MONDO:0011489,604805,Apr 17 2020
84816,RTN4IP1,,C4225227,"Optic atrophy 10 with or without ataxia, intellectual disability, and seizures",MONDO,MONDO:0020737,616732,Mar 29 2022
65078,RTN4R,,C0036341,Schizophrenia,Human Phenotype Ontology,HP:0100753,181500,Feb 16 2016
65078,RTN4R,,C0036341,Schizophrenia,MONDO,MONDO:0005090,181500,Feb 16 2016
25914,RTTN,,C3553831,Microcephalic primordial dwarfism due to RTTN deficiency,MONDO,MONDO:0018764,614833,Apr 20 2022
9711,RUBCN,,C3810326,Autosomal recessive spinocerebellar ataxia 15,MONDO,MONDO:0014311,615705,Apr 19 2022
861,RUNX1,,C1832388,Hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1,MONDO,MONDO:0100083,601399,Apr 19 2022
861,RUNX1,,C0023467,Acute myeloid leukemia,Orphanet,ORPHA519,601626,Feb 16 2016
861,RUNX1,,C0023467,Acute myeloid leukemia,Human Phenotype Ontology,HP:0004808,601626,Feb 16 2016
861,RUNX1,,C0023467,Acute myeloid leukemia,MONDO,MONDO:0018874,601626,Feb 16 2016
860,RUNX2,,C3549874,Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome,MONDO,MONDO:0007984,156510,Apr 19 2022
860,RUNX2,,C0008928,Cleidocranial dysostosis,,,119600,Feb 16 2016
9853,RUSC2,,C4540424,"Intellectual disability, autosomal recessive 61",MONDO,MONDO:0030915,617773,Apr 17 2020
10329,RXYLT1,,C3554381,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 10",MONDO,MONDO:0014022,615041,Aug 24 2016
6261,RYR1,,C1840365,King Denborough syndrome,,,619542,Feb 16 2016
6261,RYR1,,C0751951,Central core myopathy,MONDO,MONDO:0007294,117000,Apr 22 2020
6261,RYR1,,C0546264,Congenital myopathy with fiber type disproportion,,,,Feb 16 2016
6261,RYR1,,C1850674,Congenital multicore myopathy with external ophthalmoplegia,MONDO,MONDO:0009712,255320,Apr 19 2022
6261,RYR1,,C2930980,"Malignant hyperthermia, susceptibility to, 1",MONDO,MONDO:0007783,145600,Aug 24 2016
6261,RYR1,,CN181199,Statin-induced myopathy,NCBI curation,,,Feb 16 2016
6262,RYR2,,C5542154,Ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome,MONDO,MONDO:0020745,115000,Jan 21 2022
6262,RYR2,,C1631597,Catecholaminergic polymorphic ventricular tachycardia 1,MONDO,MONDO:0011484,604772,Apr 19 2022
6263,RYR3,,CN324005,Congenital myopathy 20,MONDO,MONDO:0957215,620310,Apr 18 2023
9294,S1PR2,,C1835854,Autosomal recessive nonsyndromic hearing loss 68,MONDO,MONDO:0012485,610419,Apr 19 2022
26278,SACS,,C1849140,Charlevoix-Saguenay spastic ataxia,MONDO,MONDO:0010041,270550,Apr 22 2020
6295,SAG,,C4551824,Oguchi disease-1,MONDO,MONDO:0009775,258100,Apr 19 2022
6295,SAG,,C3151061,Retinitis pigmentosa 47,MONDO,MONDO:0013407,613758,Feb 16 2016
6295,SAG,,C5774303,Retinitis pigmentosa 96,MONDO,MONDO:0859367,620228,Feb  8 2023
6299,SALL1,,C4551481,Townes-Brocks syndrome 1,MONDO,MONDO:0054581,107480,Oct  9 2017
6297,SALL2,,C4011974,"Coloboma, ocular, autosomal recessive",MONDO,MONDO:0009002,216820,Apr 19 2022
57167,SALL4,,C1623209,Duane-radial ray syndrome,MONDO,MONDO:0011812,607323,Feb 16 2016
57167,SALL4,,C1327918,Oculootoradial syndrome,NCBI curation,,147750,Jul  9 2021
401474,SAMD12,,C1832841,"Epilepsy, familial adult myoclonic, 1",MONDO,MONDO:0010985,601068,Feb 16 2016
54809,SAMD9,,C4284088,MIRAGE syndrome,MONDO,MONDO:0014888,617053,Apr 19 2022
54809,SAMD9,,C5436668,Monosomy 7 myelodysplasia and leukemia syndrome 2,MONDO,MONDO:0030801,619041,Apr  8 2021
54809,SAMD9,,C1864861,Normophosphatemic familial tumoral calcinosis,MONDO,MONDO:0012502,610455,Apr 19 2022
219285,SAMD9L,,C1854978,Monosomy 7 myelodysplasia and leukemia syndrome 1,MONDO,MONDO:0009646,252270,Apr 19 2022
219285,SAMD9L,,C1327919,Ataxia-pancytopenia syndrome,MONDO,MONDO:0008038,159550,Apr 17 2020
219285,SAMD9L,,C5676950,Spinocerebellar ataxia 49,MONDO,MONDO:0030805,619806,May  3 2022
25939,SAMHD1,,C2749659,Aicardi-Goutieres syndrome 5,MONDO,MONDO:0013059,612952,Apr 19 2022
25939,SAMHD1,,C3280721,Chilblain lupus 2,MONDO,MONDO:0013739,614415,Feb 16 2016
51128,SAR1B,,C0795956,Chylomicron retention disease,MONDO,MONDO:0009528,246700,Feb 16 2016
1757,SARDH,,C0268563,Sarcosine dehydrogenase deficiency,,,268900,Feb 16 2016
6301,SARS1,,C4540188,"Neurodevelopmental disorder with microcephaly, ataxia, and seizures",MONDO,MONDO:0060577,617709,Jan 22 2021
54938,SARS2,,C3151209,"Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome",NCBI curation,,613845,Feb 16 2022
23328,SASH1,,C2675711,Dyschromatosis universalis hereditaria 1,MONDO,MONDO:0024524,127500,Feb 16 2016
23328,SASH1,,C5193062,"Cancer, alopecia, pigment dyscrasia, onychodystrophy, and keratoderma",NCBI curation,,618373,Jun  6 2023
54440,SASH3,,C5676886,Immunodeficiency 102,MONDO,MONDO:0024781,301082,Jul  7 2022
163786,SASS6,,C4225338,"Microcephaly 14, primary, autosomal recessive",MONDO,MONDO:0014623,616402,Apr 19 2022
6304,SATB1,,C5543202,Kohlschutter-Tonz syndrome-like,MONDO,MONDO:0030990,619229,Jun  7 2021
6304,SATB1,,C5543197,Developmental delay with dysmorphic facies and dental anomalies,MONDO,MONDO:0030988,619228,Jun  7 2021
23314,SATB2,,C2676739,Chromosome 2q32-q33 deletion syndrome,MONDO,MONDO:0012864,612313,Feb 16 2016
51119,SBDS,,C0002874,Aplastic anemia,Human Phenotype Ontology,HP:0001915,609135,Feb 16 2016
51119,SBDS,,C0002874,Aplastic anemia,MONDO,MONDO:0015909,609135,Feb 16 2016
51119,SBDS,,C4692625,Shwachman-Diamond syndrome 1,MONDO,MONDO:0044204,260400,Feb  6 2020
51119,SBDS,,C0272170,Shwachman syndrome,,,,Feb  6 2020
6305,SBF1,,C3695063,Charcot-Marie-Tooth disease type 4B3,MONDO,MONDO:0014117,615284,Apr 19 2022
6305,SBF1,,C4082197,Charcot-Marie-Tooth disease type 4,MONDO,MONDO:0018995,,Jan 30 2019
81846,SBF2,,C1858278,Charcot-Marie-Tooth disease type 4B2,MONDO,MONDO:0011475,604563,Apr 19 2022
6309,SC5D,,C1846421,Lathosterolosis,MONDO,MONDO:0011816,607330,Jun  4 2020
57466,SCAF4,,CN375328,Fliedner-Zweier syndrome,NCBI curation,,620511,Sep 25 2023
49855,SCAPER,,C4748658,Intellectual developmental disorder and retinitis pigmentosa; IDDRP,MONDO,MONDO:0032594,618195,May 27 2020
949,SCARB1,,C1853096,High density lipoprotein cholesterol level quantitative trait locus 6,,,610762,Feb 16 2016
950,SCARB2,,C0751779,Action myoclonus-renal failure syndrome,MONDO,MONDO:0009699,254900,Apr 19 2022
91179,SCARF2,,C1833136,Van den Ende-Gupta syndrome,MONDO,MONDO:0010959,600920,Apr 22 2020
79966,SCD5,,C5436772,"Hearing loss, autosomal dominant 79",MONDO,MONDO:0033668,619086,Jan  1 2022
117156,SCGB3A2,,C1869116,Inherited susceptibility to asthma,MONDO,MONDO:0010940,600807,Apr 19 2022
6336,SCN10A,,C3809893,"Episodic pain syndrome, familial, 2",MONDO,MONDO:0014246,615551,Feb 16 2016
11280,SCN11A,,C3809882,Hereditary sensory and autonomic neuropathy type 7,MONDO,MONDO:0014244,615548,Apr 19 2022
11280,SCN11A,,C3809899,Familial episodic pain syndrome with predominantly lower limb involvement,MONDO,MONDO:0014247,615552,Apr 19 2022
6323,SCN1A,,C0751122,Severe myoclonic epilepsy in infancy,,,607208,Feb 16 2016
6323,SCN1A,,C1858673,"Generalized epilepsy with febrile seizures plus, type 2",MONDO,MONDO:0011461,604403,Feb 16 2016
6323,SCN1A,,C5543353,Developmental and epileptic encephalopathy 6B,MONDO,MONDO:0030268,619317,Nov  3 2021
6323,SCN1A,,CN293401,"Developmental and epileptic encephalopathy, 6",MONDO,MONDO:0100079,,Apr 19 2022
6323,SCN1A,,C1864987,"Migraine, familial hemiplegic, 3",MONDO,MONDO:0012320,609634,Apr 19 2022
6324,SCN1B,,C4479236,"Developmental and epileptic encephalopathy, 52",MONDO,MONDO:0033361,617350,Apr 19 2022
6324,SCN1B,,C2748541,Brugada syndrome 5,MONDO,MONDO:0013015,612838,Feb 16 2016
6324,SCN1B,,C3809311,"Atrial fibrillation, familial, 13",MONDO,MONDO:0014155,615377,Feb 16 2016
6324,SCN1B,,C1858672,"Generalized epilepsy with febrile seizures plus, type 1",MONDO,MONDO:0011416,604233,Feb 16 2016
6326,SCN2A,,C3150987,"Developmental and epileptic encephalopathy, 11",MONDO,MONDO:0013388,613721,Apr 19 2022
6326,SCN2A,,CN120574,SCN2A-related generalized epilepsy with febrile seizures plus,,,,Feb 16 2016
6326,SCN2A,,C5394520,"Episodic ataxia, type 9",MONDO,MONDO:0030064,618924,Apr 19 2022
6326,SCN2A,,C1843140,"Seizures, benign familial infantile, 3",MONDO,MONDO:0011904,607745,Nov 12 2020
6327,SCN2B,,C3809312,"Atrial fibrillation, familial, 14",MONDO,MONDO:0014156,615378,Feb 16 2016
6328,SCN3A,,C4693699,"Developmental and epileptic encephalopathy, 62",MONDO,MONDO:0033371,617938,Apr 19 2022
6328,SCN3A,,C4693694,"Epilepsy, familial focal, with variable foci 4",MONDO,MONDO:0054776,617935,Jan 11 2020
55800,SCN3B,,C2751088,Brugada syndrome 7,MONDO,MONDO:0013146,613120,Feb 16 2016
6329,SCN4A,,CN327124,"Congenital myopathy 22B, severe fetal",MONDO,MONDO:0957265,620369,May 17 2023
6329,SCN4A,,CN327123,"Congenital myopathy 22A, classic",MONDO,MONDO:0957247,620351,May 17 2023
6329,SCN4A,,C0221055,Paramyotonia congenita of Von Eulenburg,MONDO,MONDO:0008195,168300,Apr 19 2022
6329,SCN4A,,C0238357,Familial hyperkalemic periodic paralysis,GeneReviews,NBK1496,170500,Sep 11 2023
6329,SCN4A,,C2931826,Potassium-aggravated myotonia,MONDO,MONDO:0018959,608390,Sep  4 2020
6329,SCN4A,,C2931826,Potassium-aggravated myotonia,MONDO,MONDO:0018959,608390,Sep  4 2020
6329,SCN4A,,C3714580,"Hypokalemic periodic paralysis, type 1",MONDO,MONDO:0042979,170400,Apr 19 2022
6329,SCN4A,,C2750061,"Hypokalemic periodic paralysis, type 2",MONDO,MONDO:0013234,613345,Feb 16 2016
6329,SCN4A,,C3280112,Congenital myasthenic syndrome 16,MONDO,MONDO:0013620,614198,Apr 19 2022
6330,SCN4B,,C2678484,Long QT syndrome 10,MONDO,MONDO:0012737,611819,Feb 16 2016
6331,SCN5A,,C2751898,"Ventricular fibrillation, paroxysmal familial, type 1",MONDO,MONDO:0011376,603829,Apr 19 2022
6331,SCN5A,,C0023976,Long QT syndrome,Human Phenotype Ontology,HP:0001657,,Feb 16 2016
6331,SCN5A,,C0023976,Long QT syndrome,MONDO,MONDO:0002442,,Feb 16 2016
6331,SCN5A,,C0023976,Long QT syndrome,OMIM phenotypic series,PS192500,,Feb 16 2016
6331,SCN5A,,C1879286,"Progressive familial heart block, type 1A",MONDO,MONDO:0007240,113900,Apr 22 2020
6331,SCN5A,,C1837845,Sick sinus syndrome 1,MONDO,MONDO:0024562,608567,Apr 19 2022
6331,SCN5A,,C4551804,Brugada syndrome 1,MONDO,MONDO:0011001,601144,May 25 2016
6331,SCN5A,,C1859062,Long QT syndrome 3,MONDO,MONDO:0011377,603830,Oct 31 2016
6331,SCN5A,,C0038644,SUDDEN INFANT DEATH SYNDROME,OMIM,272120,272120,May 25 2016
6331,SCN5A,,C1832680,Dilated cardiomyopathy 1E,MONDO,MONDO:0011003,601154,May 26 2016
6331,SCN5A,,C3151464,"Atrial fibrillation, familial, 10",MONDO,MONDO:0013530,614022,Nov 11 2018
6334,SCN8A,,C5193056,"Myoclonus, familial, 2",MONDO,MONDO:0100092,618364,Jan 22 2021
6334,SCN8A,,C3280415,Cognitive impairment with or without cerebellar ataxia,MONDO,MONDO:0013680,614306,Feb 16 2016
6334,SCN8A,,C3281191,"Developmental and epileptic encephalopathy, 13",MONDO,MONDO:0013801,614558,Apr 19 2022
6334,SCN8A,,C4310728,"Seizures, benign familial infantile, 5",MONDO,MONDO:0014903,617080,Aug 24 2016
6335,SCN9A,,C1855739,"Channelopathy-associated congenital insensitivity to pain, autosomal recessive",MONDO,MONDO:0009459,243000,Apr 19 2022
6335,SCN9A,,C1833661,Paroxysmal extreme pain disorder,MONDO,MONDO:0008179,167400,Feb 16 2016
6335,SCN9A,,C2752089,"Neuropathy, hereditary sensory and autonomic, type 2A",MONDO,MONDO:0024309,201300,Apr 19 2022
6335,SCN9A,,C0014805,Primary erythromelalgia,,,133020,Feb 16 2016
79005,SCNM1,,C5774248,Orofaciodigital syndrome 19,MONDO,MONDO:0859310,620107,Apr 10 2023
6337,SCNN1A,,C2751666,Bronchiectasis with or without elevated sweat chloride 2,MONDO,MONDO:0013087,613021,Feb 16 2016
6337,SCNN1A,,C4748292,Liddle syndrome 3,MONDO,MONDO:0029132,618126,Jan 22 2021
6337,SCNN1A,,C5774176,Autosomal recessive pseudohypoaldosteronism type 1,MONDO,MONDO:0009917,264350,Apr 22 2020
6338,SCNN1B,,CN031472,Liddle syndrome 1,MONDO,MONDO:0020607,177200,Jan 19 2020
6338,SCNN1B,,C2749757,Bronchiectasis with or without elevated sweat chloride 1,MONDO,MONDO:0008887,211400,Nov 20 2016
6338,SCNN1B,,C5774255,"Pseudohypoaldosteronism, type IB2, autosomal recessive",MONDO,MONDO:0859317,620125,Dec  8 2022
6340,SCNN1G,,C5774256,"Pseudohypoaldosteronism, type IB3, autosomal recessive",MONDO,MONDO:0859318,620126,Dec  8 2022
6340,SCNN1G,,C4748251,Liddle syndrome 2,MONDO,MONDO:0020854,618114,Jan 22 2021
6340,SCNN1G,,C2751324,Bronchiectasis with or without elevated sweat chloride 3,MONDO,MONDO:0013112,613071,Feb 16 2016
6341,SCO1,,C5436683,"Mitochondrial complex 4 deficiency, nuclear type 4",MONDO,MONDO:0033636,619048,Jan 15 2021
9997,SCO2,,C5399977,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1",MONDO,MONDO:0011451,604377,Apr 19 2022
9997,SCO2,,C1837148,Myopia 6,MONDO,MONDO:0012154,608908,Aug  1 2020
6342,SCP2,,C3150990,Sterol carrier protein 2 deficiency,MONDO,MONDO:0013391,613724,Apr 19 2022
222663,SCUBE3,,C5543057,"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 2",MONDO,MONDO:0030953,619184,Jun  7 2021
57410,SCYL1,,C5569084,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,MONDO,MONDO:0014744,616719,Apr 19 2022
55681,SCYL2,,C5231494,"Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum",MONDO,MONDO:0032903,618766,Jan 22 2021
9672,SDC3,,C4054476,Inherited obesity,MONDO,MONDO:0019182,601665,Jan 13 2023
10806,SDCCAG8,,C0752166,Bardet-Biedl syndrome,OMIM phenotypic series,PS209900,,Feb 16 2016
10806,SDCCAG8,,C0752166,Bardet-Biedl syndrome,MONDO,MONDO:0015229,,Feb 16 2016
10806,SDCCAG8,,C3889474,Bardet-Biedl syndrome 16,MONDO,MONDO:0014444,615993,Feb 16 2016
10806,SDCCAG8,,C3150877,Senior-Loken syndrome 7,MONDO,MONDO:0013326,613615,Feb 16 2016
6389,SDHA,,C3279992,Paragangliomas 5,MONDO,MONDO:0013602,614165,Feb 16 2016
6389,SDHA,,C3150898,Dilated cardiomyopathy 1GG,MONDO,MONDO:0013339,613642,Feb 16 2016
6389,SDHA,,C5700310,"Mitochondrial complex II deficiency, nuclear type 1",MONDO,MONDO:0100294,252011,Jun  7 2021
6389,SDHA,,C5543254,Neurodegeneration with ataxia and late-onset optic atrophy,MONDO,MONDO:0031006,619259,Jun  7 2021
644096,SDHAF1,,C5436933,"Mitochondrial complex 2 deficiency, nuclear type 2",MONDO,MONDO:0030935,619166,Jun  7 2021
54949,SDHAF2,,C1866552,Paragangliomas 2,MONDO,MONDO:0011121,601650,Feb 16 2016
6390,SDHB,,C0238198,Gastrointestinal stromal tumor,MONDO,MONDO:0011719,606764,Oct 10 2023
6390,SDHB,,C1861848,Paragangliomas 4,MONDO,MONDO:0007273,115310,Feb 16 2016
6390,SDHB,,C5543176,"Mitochondrial complex 2 deficiency, nuclear type 4",MONDO,MONDO:0030974,619224,Jun  7 2021
6390,SDHB,,C1847319,Carney-Stratakis syndrome,MONDO,MONDO:0011740,606864,Apr 17 2020
6391,SDHC,,C0238198,Gastrointestinal stromal tumor,MONDO,MONDO:0011719,606764,Oct 10 2023
6391,SDHC,,C1847319,Carney-Stratakis syndrome,MONDO,MONDO:0011740,606864,Apr 17 2020
6391,SDHC,,C1854336,Paragangliomas 3,MONDO,MONDO:0011544,605373,Feb 16 2016
6392,SDHD,,C5436934,"Mitochondrial complex 2 deficiency, nuclear type 3",MONDO,MONDO:0030937,619167,Jun  7 2021
6392,SDHD,,C1847319,Carney-Stratakis syndrome,MONDO,MONDO:0011740,606864,Apr 17 2020
6392,SDHD,,C3494181,Paragangliomas 1,NCBI curation,,168000,Jan 12 2022
121214,SDR9C7,,C4539772,"Ichthyosis, congenital, autosomal recessive 13",MONDO,MONDO:0033092,617574,Jan 22 2021
121214,SDR9C7,,C0020758,Congenital ichthyosis of skin,,,,Feb 16 2016
121214,SDR9C7,,CN186176,Lamellar ichthyosis,MONDO,MONDO:0017778,,Feb 16 2016
10484,SEC23A,,C1843042,Craniolenticulosutural dysplasia,MONDO,MONDO:0011911,607812,Feb 16 2016
10483,SEC23B,,C1306589,"Congenital dyserythropoietic anemia, type II",,,224100,Feb 16 2016
10483,SEC23B,,C4225179,Cowden syndrome 7,MONDO,MONDO:0014802,616858,Feb 19 2019
9871,SEC24D,,C4225382,Cole-Carpenter syndrome 2,MONDO,MONDO:0014573,616294,Sep 22 2016
22872,SEC31A,,C5231442,"Neurodevelopmental disorder with spastic quadriplegia, optic atrophy, seizures, and structural brain anomalies",MONDO,MONDO:0032849,618651,Jan 22 2021
29927,SEC61A1,,C4310741,"Hyperuricemic nephropathy, familial juvenile type 4",MONDO,MONDO:0014891,617056,Apr 19 2022
11231,SEC63,,C4310769,Polycystic liver disease 2,MONDO,MONDO:0014860,617004,Aug 24 2016
79048,SECISBP2,,C5676891,"Thyroid hormone metabolism, abnormal 1",MONDO,MONDO:0800046,609698,Aug 23 2022
8991,SELENBP1,,C4748387,Extraoral halitosis due to methanethiol oxidase deficiency,MONDO,MONDO:0029144,618148,Jan 22 2021
85465,SELENOI,,C5394033,"Spastic paraplegia 81, autosomal recessive",MONDO,MONDO:0032905,618768,Jan 22 2021
57190,SELENON,,C0270962,Multiminicore myopathy,MONDO,MONDO:0018948,,Apr 19 2022
57190,SELENON,,C0546264,Congenital myopathy with fiber type disproportion,,,,Feb 16 2016
57190,SELENON,,C0410180,Eichsfeld type congenital muscular dystrophy,NCBI curation,,602771,Feb 16 2016
10371,SEMA3A,,C3554021,Hypogonadotropic hypogonadism 16 with or without anosmia,MONDO,MONDO:0013961,614897,Feb 16 2016
9723,SEMA3E,,C0342384,Hypogonadotropic hypogonadism 7 with or without anosmia,MONDO,MONDO:0007794,146110,Mar  6 2016
64218,SEMA4A,,C1846529,Cone-rod dystrophy 10,MONDO,MONDO:0012464,610283,Feb 16 2016
64218,SEMA4A,,C1853214,Retinitis pigmentosa 35,MONDO,MONDO:0012463,610282,Feb 16 2016
10501,SEMA6B,,C5394362,"Epilepsy, progressive myoclonic, 11",MONDO,MONDO:0030034,618876,Jan 22 2021
8482,SEMA7A,,C5676985,"Cholestasis, progressive familial intrahepatic, 11",MONDO,MONDO:0030815,619874,May 19 2022
8482,SEMA7A,,C3553633,John Milton Hagen blood group system,,,614745,Feb 16 2016
51091,SEPSECS,,C3151140,Pontocerebellar hypoplasia type 2D,MONDO,MONDO:0013438,613811,Feb 16 2016
124404,SEPTIN12,,C3553793,Spermatogenic failure 10,MONDO,MONDO:0013901,614822,Feb 16 2016
10801,SEPTIN9,,C1834304,Amyotrophic neuralgia,MONDO,MONDO:0008076,162100,Apr 19 2022
84947,SERAC1,,C4040739,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",MONDO,MONDO:0013875,614739,Feb 16 2016
5265,SERPINA1,,C0221757,Alpha-1-antitrypsin deficiency,,,613490,Feb 16 2016
866,SERPINA6,,C1852529,Corticosteroid-binding globulin deficiency,MONDO,MONDO:0012675,611489,Feb 16 2016
6906,SERPINA7,,C4310821,Thyroxine-binding globulin quantitative trait locus,NCBI curation,,300932,Mar 20 2023
6906,SERPINA7,,C1839141,Thyroxine-binding globulin deficiency,,,,Feb 16 2016
5269,SERPINB6,,C3150704,Autosomal recessive nonsyndromic hearing loss 91,MONDO,MONDO:0013269,613453,Apr 19 2022
8710,SERPINB7,,C3810072,"Palmoplantar keratoderma, Nagashima type",MONDO,MONDO:0014272,615598,Apr 19 2022
5271,SERPINB8,,C4310710,Peeling skin syndrome 5,MONDO,MONDO:0014923,617115,Jun 20 2017
462,SERPINC1,,C0272375,Hereditary antithrombin deficiency,MONDO,MONDO:0013144,613118,Apr 19 2022
3053,SERPIND1,,C0398626,Heparin cofactor II deficiency,,,612356,Feb 16 2016
5054,SERPINE1,,C2750067,Congenital plasminogen activator inhibitor type 1 deficiency,MONDO,MONDO:0013227,613329,Apr 17 2020
5176,SERPINF1,,C3279564,Osteogenesis imperfecta type 6,MONDO,MONDO:0013515,613982,Apr 19 2022
5345,SERPINF2,,C2752081,Alpha-2-plasmin inhibitor deficiency,MONDO,MONDO:0009883,262850,Apr 17 2020
710,SERPING1,,C2717906,Hereditary angioedema type 1,MONDO,MONDO:0015053,106100,Feb 16 2016
710,SERPING1,,C2717906,Hereditary angioedema type 1,MONDO,MONDO:0015053,106100,Feb 16 2016
710,SERPING1,,C1852700,C1 inhibitor deficiency,MONDO,MONDO:0007361,120790,Apr 19 2022
871,SERPINH1,,C0729264,Preterm premature rupture of membranes,,,610504,Feb 16 2016
871,SERPINH1,,C3151211,Osteogenesis imperfecta type 10,MONDO,MONDO:0013459,613848,Feb 16 2016
5274,SERPINI1,,C1858680,Familial encephalopathy with neuroserpin inclusion bodies,MONDO,MONDO:0011412,604218,Apr 19 2022
6418,SET,,C4748195,"Intellectual disability, autosomal dominant 58",MONDO,MONDO:0020847,618106,Jun  7 2021
26040,SETBP1,,C4015141,"Intellectual disability, autosomal dominant 29",MONDO,MONDO:0014482,616078,Mar 29 2022
26040,SETBP1,,C0265227,Schinzel-Giedion syndrome,MONDO,MONDO:0010010,269150,Feb 16 2016
9739,SETD1A,,C5394228,"Epilepsy, early-onset, with or without developmental delay",MONDO,MONDO:0030005,618832,Jan 22 2021
9739,SETD1A,,C5436699,Neurodevelopmental disorder with speech impairment and dysmorphic facies,MONDO,MONDO:0033630,619056,Jan 22 2021
23067,SETD1B,,C5436574,Intellectual developmental disorder with seizures and language delay,MONDO,MONDO:0033559,619000,Jan 22 2021
29072,SETD2,,C4085873,Luscan-Lumish syndrome,MONDO,MONDO:0014791,616831,Apr 19 2022
29072,SETD2,,C5774271,"Intellectual developmental disorder, autosomal dominant 70",MONDO,MONDO:0859333,620157,Apr 10 2023
29072,SETD2,,C5774269,Rabin-Pappas syndrome,MONDO,MONDO:0859331,620155,Apr 10 2023
55209,SETD5,,C3810406,Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,MONDO,MONDO:0014336,615761,Mar 29 2022
23064,SETX,,C1853761,"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2",MONDO,MONDO:0018996,606002,Jan  3 2020
23064,SETX,,C1865409,Amyotrophic lateral sclerosis type 4,MONDO,MONDO:0011223,602433,Feb 16 2016
23451,SF3B1,,C3463824,Myelodysplastic syndrome,MONDO,MONDO:0018881,614286,Feb 16 2016
10992,SF3B2,,C3495417,Goldenhar syndrome,,,164210,Feb 16 2016
10262,SF3B4,,C0265245,Nager syndrome,,,154400,Feb 16 2016
6424,SFRP4,,C0265294,Pyle metaphyseal dysplasia,NCBI curation,,265900,May 19 2023
653509,SFTPA1,,C5562021,Interstitial lung disease 1,MONDO,MONDO:0030608,619611,Jun  1 2022
729238,SFTPA2,,C5561926,Interstitial lung disease 2,MONDO,MONDO:0800029,178500,Dec 15 2022
6439,SFTPB,,C1968602,Neonatal acute respiratory distress due to SP-B deficiency,MONDO,MONDO:0009929,265120,Apr 19 2022
6440,SFTPC,,C5561926,Interstitial lung disease 2,MONDO,MONDO:0800029,178500,Dec 15 2022
6440,SFTPC,,C1970470,"Surfactant metabolism dysfunction, pulmonary, 2",MONDO,MONDO:0024465,610913,Feb 16 2016
